player_name,nationality,club,position,age,market_value_eur_m,season,competition,match_id,minutes_played,goals,assists,shots_on_target,pass_accuracy_pct,tackles,distance_covered_km,match_rating,yellow_card,red_card,fouls_committed,injured_flag
Amine Adli,Morocco,Bayer Leverkusen,LW,36,12.92,2025/26,Champions League,112458,63,1,0,0,88.2,1,10.04,7.4,False,False,1,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,13.18,2025/26,Champions League,112459,9,0,0,0,76.8,1,1.39,4.3,False,False,2,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,12.51,2025/26,Champions League,112460,56,0,0,0,64.5,1,4.26,5.7,False,False,1,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,13.17,2025/26,Champions League,112461,90,0,0,1,80.4,1,11.78,7.7,False,False,1,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,14.1,2025/26,Champions League,112462,14,0,0,0,86.3,0,0.76,4.2,False,False,1,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,,2025/26,Champions League,112463,27,1,0,0,49.6,0,3.31,5.4,True,False,4,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,13.31,2025/26,Champions League,112464,90,0,1,0,93.9,0,8.29,7.3,False,False,2,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,12.7,2025/26,Champions League,112465,88,1,0,1,86.6,0,6.68,7.7,False,False,5,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,13.28,2025/26,Champions League,112466,79,0,1,0,93.9,0,12.11,7.6,False,False,1,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,13.47,2025/26,Champions League,112467,83,0,0,2,71.2,1,7.55,6.3,False,False,1,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,11.91,2025/26,Domestic Cup,109566,90,0,0,0,78.9,0,8.36,7.0,False,False,2,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,12.87,2025/26,Domestic Cup,109567,61,0,0,0,,0,5.02,5.7,False,False,3,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,13.72,2025/26,Domestic Cup,109568,90,0,0,2,81.0,1,6.81,6.9,False,False,1,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,11.61,2025/26,Domestic Cup,109569,85,1,0,1,55.8,0,7.81,7.6,False,False,1,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,11.81,2025/26,FIFA World Cup 2026,110546,39,0,0,0,81.2,0,3.59,4.7,False,False,3,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,11.65,2025/26,FIFA World Cup 2026,110547,74,0,0,1,81.1,0,9.38,6.5,False,False,0,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,13.42,2025/26,FIFA World Cup 2026,110548,27,0,0,0,68.4,0,1.7,4.2,False,False,1,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,13.94,2025/26,FIFA World Cup 2026,110549,88,0,2,1,86.8,0,8.18,8.1,False,False,0,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,13.33,2025/26,FIFA World Cup 2026,110550,90,0,0,0,90.4,0,11.9,6.4,False,False,3,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,13.27,2025/26,FIFA World Cup 2026,110551,33,0,0,0,,0,5.4,4.5,False,False,2,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,11.54,2025/26,League,104222,9,0,0,0,58.3,0,1.43,3.2,True,False,2,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,11.71,2025/26,League,104223,35,0,0,1,94.0,0,5.82,5.2,True,False,3,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,11.68,2025/26,League,104224,90,1,0,1,84.5,0,10.41,8.4,False,False,2,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,,2025/26,League,104225,79,0,0,0,93.3,1,8.71,6.7,False,False,1,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,13.4,2025/26,League,104226,90,0,0,1,68.4,1,,6.5,False,False,2,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,12.16,2025/26,League,104227,79,1,0,0,88.3,0,8.51,7.1,False,False,1,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,13.23,2025/26,League,104228,77,0,0,1,68.4,0,12.15,6.6,False,False,0,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,14.04,2025/26,League,104229,48,0,0,0,67.0,0,6.85,5.3,False,False,1,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,11.88,2025/26,League,104230,90,0,0,0,60.2,1,8.89,6.7,True,False,2,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,13.03,2025/26,League,104231,79,0,0,1,91.2,1,,6.5,False,False,2,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,12.83,2025/26,League,104232,44,1,0,1,,0,3.53,6.3,False,False,0,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,11.63,2025/26,League,104233,33,0,0,1,88.7,0,5.36,5.0,False,False,3,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,13.61,2025/26,League,104234,78,0,2,0,76.2,3,7.77,7.6,False,False,0,False
Amine Adli,Unknown,Bayer Leverkusen,LW,36,12.89,2025/26,League,104235,54,0,2,0,56.5,1,8.97,6.3,True,False,0,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,13.56,2025/26,League,104236,87,1,0,0,82.1,0,12.79,8.0,False,False,0,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,12.97,2025/26,League,104237,45,0,0,0,85.7,0,2.85,5.5,False,False,5,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,13.2,2025/26,League,104238,90,0,0,3,71.2,2,13.23,7.5,False,False,0,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,12.37,2025/26,League,104239,81,0,0,1,97.3,0,9.52,5.0,False,True,3,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,,2025/26,League,104240,90,0,0,0,83.0,0,3.5,7.1,False,False,0,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,13.96,2025/26,League,104241,57,1,0,0,71.5,1,6.49,6.2,False,False,2,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,12.71,2025/26,League,104242,88,0,0,0,85.4,0,,6.8,False,False,2,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,12.02,2025/26,League,104243,90,0,0,2,96.6,0,11.28,7.4,False,False,2,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,13.5,2025/26,League,104244,65,0,0,0,61.8,2,5.63,5.9,False,False,1,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,13.39,2025/26,League,104245,90,0,1,0,69.9,0,9.05,7.2,False,False,1,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,12.98,2025/26,League,104246,50,2,0,0,65.1,0,,7.1,False,False,1,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,13.61,2025/26,League,104247,82,0,0,1,80.8,2,14.5,5.9,False,False,2,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,12.98,2025/26,League,104248,90,0,0,0,42.6,2,9.25,7.0,False,False,2,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,14.03,2025/26,League,104249,90,0,1,1,71.8,0,,7.2,False,False,0,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,11.9,2025/26,League,104250,8,0,0,0,55.2,0,0.76,4.1,False,False,1,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,12.63,2025/26,League,104251,90,0,0,1,49.6,0,8.58,6.7,False,False,2,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,13.3,2025/26,League,104252,21,0,0,0,69.7,0,3.09,5.0,False,False,1,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,13.39,2025/26,League,104253,62,0,0,0,,1,4.84,6.0,False,False,1,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,12.8,2025/26,League,104254,90,0,1,0,95.2,1,8.6,7.4,False,False,1,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,12.19,2025/26,League,104255,88,0,0,1,71.6,0,9.04,6.3,False,False,1,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,12.82,2025/26,League,104256,64,0,0,0,79.2,1,8.06,5.9,False,False,4,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,11.61,2025/26,League,104257,42,0,0,0,65.5,0,4.0,4.4,False,False,1,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,13.65,2025/26,League,104258,28,0,0,0,71.3,0,4.41,4.6,False,False,0,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,12.0,2025/26,League,104259,6,0,0,0,89.7,0,0.84,4.2,False,False,0,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,11.76,2025/26,World Cup Qualifiers,113150,11,0,0,0,46.6,0,0.63,4.3,False,False,0,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,13.09,2025/26,World Cup Qualifiers,113151,85,0,0,0,86.1,4,12.74,7.4,False,False,3,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,13.25,2025/26,World Cup Qualifiers,113152,25,0,0,0,52.3,0,2.77,4.7,False,False,1,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,12.27,2025/26,World Cup Qualifiers,113153,23,1,0,0,78.5,0,2.56,5.6,False,False,2,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,11.76,2025/26,World Cup Qualifiers,113154,19,0,0,0,86.3,2,1.58,4.8,False,False,1,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,14.08,2025/26,World Cup Qualifiers,113155,38,0,0,1,73.5,0,5.02,5.2,False,False,2,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,13.58,2025/26,World Cup Qualifiers,113156,90,0,0,1,70.6,0,6.92,6.3,False,False,2,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,12.22,2025/26,World Cup Qualifiers,113157,88,0,1,1,,1,6.94,7.6,False,False,1,False
Amine Adli,Morocco,Bayer Leverkusen,LW,36,14.04,2025/26,World Cup Qualifiers,113158,40,0,1,1,47.8,0,3.56,5.8,False,False,2,False
Amine Harit,Morocco,Marseille,CAM,34,19.77,2025/26,Champions League,100802,78,1,0,0,43.7,1,6.76,7.1,False,False,2,False
Amine Harit,Morocco,Marseille,CAM,34,17.79,2025/26,Champions League,100803,88,1,0,0,85.3,1,4.62,7.0,False,False,1,False
Amine Harit,Morocco,Marseille,CAM,34,18.54,2025/26,Champions League,100804,90,0,0,1,64.2,0,10.97,7.0,False,False,0,False
Amine Harit,Morocco,Marseille,CAM,34,16.49,2025/26,Champions League,100805,65,0,0,0,,0,4.43,5.6,False,False,0,False
Amine Harit,Morocco,Marseille,CAM,34,19.6,2025/26,Champions League,100806,1,0,0,0,70.9,0,0.5,4.7,False,False,0,False
Amine Harit,Morocco,Marseille,CAM,34,18.58,2025/26,Champions League,100807,23,0,0,0,63.0,0,2.32,4.5,False,False,2,False
Amine Harit,Morocco,Marseille,CAM,34,16.71,2025/26,Champions League,100808,85,0,1,1,71.9,0,11.3,7.4,False,False,1,False
Amine Harit,Morocco,Marseille,CAM,34,19.24,2025/26,Champions League,100809,43,0,0,0,,0,2.51,5.6,False,False,1,False
Amine Harit,Morocco,Marseille,CAM,34,18.31,2025/26,Champions League,100810,72,1,1,1,65.8,0,4.79,7.1,False,False,2,False
Amine Harit,Morocco,Marseille,CAM,34,16.84,2025/26,Domestic Cup,105133,14,0,0,0,72.6,0,1.02,4.2,False,False,0,False
Amine Harit,Morocco,Marseille,CAM,34,16.66,2025/26,Domestic Cup,105134,78,0,0,0,,1,6.05,6.6,False,False,1,False
Amine Harit,Morocco,Marseille,CAM,34,16.41,2025/26,FIFA World Cup 2026,109207,41,1,0,1,88.2,0,5.2,5.4,True,False,1,False
Amine Harit,Morocco,Marseille,CAM,34,18.28,2025/26,FIFA World Cup 2026,109208,72,0,0,0,75.9,3,10.07,5.7,False,False,3,False
Amine Harit,Morocco,Marseille,CAM,34,17.1,2025/26,FIFA World Cup 2026,109209,64,1,0,3,,0,6.98,7.3,False,False,1,False
Amine Harit,Morocco,Marseille,CAM,34,17.6,2025/26,FIFA World Cup 2026,109210,90,0,1,0,47.2,0,7.18,7.3,False,False,0,False
Amine Harit,Morocco,Marseille,CAM,34,17.43,2025/26,League,103591,74,0,0,0,71.6,0,11.95,6.8,False,False,4,False
Amine Harit,Morocco,Marseille,CAM,34,17.44,2025/26,League,103592,88,0,0,0,83.0,0,11.98,6.8,True,False,3,False
Amine Harit,Morocco,Marseille,CAM,34,16.8,2025/26,League,103593,4,0,0,0,74.6,0,0.5,4.3,False,False,1,False
Amine Harit,Morocco,Marseille,CAM,34,16.98,2025/26,League,103594,66,0,0,0,61.8,1,11.15,6.2,False,False,3,False
Amine Harit,Morocco,Marseille,CAM,34,16.55,2025/26,League,103595,90,0,0,1,83.8,0,14.06,7.1,False,False,0,False
Amine Harit,Morocco,Marseille,CAM,34,17.49,2025/26,League,103596,69,1,0,0,,0,10.74,6.7,True,False,1,False
Amine Harit,Morocco,Marseille,CAM,34,18.49,2025/26,League,103597,84,0,0,1,76.9,0,,7.0,False,False,0,False
Amine Harit,Morocco,Marseille,CAM,34,17.3,2025/26,League,103598,76,0,1,0,68.5,2,9.8,7.1,False,False,1,False
Amine Harit,Morocco,Marseille,CAM,34,17.95,2025/26,League,103599,47,0,0,0,85.5,1,4.14,5.1,False,False,1,False
Amine Harit,Morocco,Marseille,CAM,34,19.3,2025/26,League,103600,82,0,0,0,,1,6.63,7.0,True,False,0,False
Amine Harit,Morocco,Marseille,CAM,34,19.46,2025/26,League,103601,64,0,0,0,,0,6.71,6.3,False,False,1,False
Amine Harit,Morocco,Marseille,CAM,34,19.87,2025/26,League,103602,90,0,0,0,69.0,1,5.06,6.6,False,False,2,False
Amine Harit,Morocco,Marseille,CAM,34,19.83,2025/26,League,103603,25,0,0,0,92.5,0,0.77,3.3,True,True,2,False
Amine Harit,Morocco,Marseille,CAM,34,18.56,2025/26,League,103604,66,0,1,1,78.7,1,6.83,6.9,False,False,1,False
Amine Harit,Morocco,Marseille,CAM,34,18.01,2025/26,League,103605,25,0,0,0,44.7,0,2.67,4.3,True,False,2,False
Amine Harit,Morocco,Marseille,CAM,34,16.78,2025/26,League,103606,55,2,1,1,91.0,0,5.17,7.2,False,False,1,False
Amine Harit,Morocco,Marseille,CAM,34,19.78,2025/26,League,103607,52,0,1,0,71.2,0,10.48,6.9,False,False,1,False
Amine Harit,Morocco,Marseille,CAM,34,19.5,2025/26,League,103608,28,0,0,0,82.7,0,,4.6,False,False,3,False
Amine Harit,Morocco,Marseille,CAM,34,18.43,2025/26,League,103609,88,0,0,2,69.2,1,6.73,7.0,False,False,0,False
Amine Harit,Morocco,Marseille,CAM,34,16.68,2025/26,League,103610,90,0,1,0,62.7,0,8.83,7.3,False,False,1,False
Amine Harit,Morocco,Marseille,CAM,34,17.51,2025/26,League,103611,73,0,0,3,78.7,0,6.79,7.4,False,False,1,False
Amine Harit,Morocco,Marseille,CAM,34,19.46,2025/26,League,103612,8,0,0,0,62.0,0,1.06,4.0,False,False,2,False
Amine Harit,Unknown,Marseille,CAM,34,19.69,2025/26,League,103613,46,0,0,1,87.1,1,5.39,6.1,False,False,3,False
Amine Harit,Morocco,Marseille,CAM,34,19.87,2025/26,League,103614,90,2,0,1,74.8,0,,8.8,False,False,2,False
Amine Harit,Morocco,Marseille,CAM,34,17.35,2025/26,League,103615,12,0,0,0,80.9,0,0.89,3.9,False,False,2,False
Amine Harit,Morocco,Marseille,CAM,34,19.82,2025/26,League,103616,71,0,1,0,84.9,1,11.4,7.2,False,False,0,False
Amine Harit,Morocco,Marseille,CAM,34,16.94,2025/26,League,103617,75,0,2,1,67.9,1,6.48,7.5,False,False,1,False
Amine Harit,Morocco,Marseille,CAM,34,18.43,2025/26,League,103618,90,1,1,0,75.5,2,13.02,8.2,False,False,2,False
Amine Harit,Morocco,Marseille,CAM,34,18.7,2025/26,League,103619,70,0,1,2,,0,4.14,7.0,False,False,2,False
Amine Harit,Morocco,Marseille,CAM,34,17.6,2025/26,World Cup Qualifiers,111043,65,0,1,0,55.7,1,,6.8,False,False,0,False
Amine Harit,Morocco,Marseille,CAM,34,18.45,2025/26,World Cup Qualifiers,111044,2,0,0,0,94.3,0,0.5,4.4,False,False,1,False
Amine Harit,Morocco,Marseille,CAM,34,19.29,2025/26,World Cup Qualifiers,111045,90,2,3,0,79.8,1,14.11,10.0,False,False,0,False
Amine Harit,Morocco,Marseille,CAM,34,19.09,2025/26,World Cup Qualifiers,111046,76,1,0,0,53.2,2,11.02,7.3,False,False,2,False
Amine Harit,Morocco,Marseille,CAM,34,18.14,2025/26,World Cup Qualifiers,111047,50,0,0,0,80.0,0,2.84,6.1,False,False,1,False
Amine Harit,Morocco,Marseille,CAM,34,17.0,2025/26,World Cup Qualifiers,111048,18,0,0,0,78.3,0,1.5,4.1,False,False,1,True
Amine Harit,Morocco,Marseille,CAM,34,19.92,2025/26,World Cup Qualifiers,111049,57,0,0,0,75.1,0,3.38,5.6,False,False,1,False
Amine Harit,Morocco,Marseille,CAM,34,19.47,2025/26,World Cup Qualifiers,111050,53,0,1,1,89.0,0,8.07,6.6,False,False,2,False
Amine Harit,Morocco,Marseille,CAM,34,18.07,2025/26,World Cup Qualifiers,111051,83,0,0,1,74.7,0,12.31,6.9,False,False,2,False
Andre Ayew,Ghana,Le Havre,LW,26,11.99,2025/26,Champions League,105315,90,0,1,0,46.8,0,9.33,6.9,False,False,2,False
Andre Ayew,Ghana,Le Havre,LW,26,11.95,2025/26,Champions League,105316,12,0,0,0,52.7,0,1.38,3.9,False,False,1,False
Andre Ayew,Ghana,Le Havre,LW,26,11.97,2025/26,Champions League,105317,11,0,0,0,84.7,0,0.95,4.2,False,False,2,False
Andre Ayew,Ghana,Le Havre,LW,26,11.37,2025/26,Champions League,105318,61,0,0,0,79.1,0,5.31,5.7,False,False,0,False
Andre Ayew,Ghana,Le Havre,LW,26,10.91,2025/26,Champions League,105319,87,0,1,0,90.3,1,7.86,8.0,False,False,4,False
Andre Ayew,Ghana,Le Havre,LW,26,11.63,2025/26,Champions League,105320,38,0,0,0,83.0,2,3.18,5.5,False,False,0,False
Andre Ayew,Ghana,Le Havre,LW,26,10.69,2025/26,Champions League,105321,47,1,0,0,90.3,0,2.62,6.0,False,False,1,False
Andre Ayew,Ghana,Le Havre,LW,26,12.56,2025/26,Champions League,105322,58,0,0,0,,0,,5.8,False,False,0,False
Andre Ayew,Ghana,Le Havre,LW,26,12.91,2025/26,Champions League,105323,52,0,0,0,91.6,0,3.28,6.2,False,False,0,False
Andre Ayew,Ghana,Le Havre,LW,26,10.91,2025/26,Champions League,105324,59,0,0,2,91.2,0,5.36,6.5,False,False,1,False
Andre Ayew,Ghana,Le Havre,LW,26,10.6,2025/26,Champions League,105325,90,1,0,1,84.9,0,13.56,7.6,False,False,3,False
Andre Ayew,Ghana,Le Havre,LW,26,11.02,2025/26,Champions League,105326,90,1,0,1,88.7,0,10.09,7.8,False,False,0,False
Andre Ayew,Ghana,Le Havre,LW,26,12.62,2025/26,Champions League,105327,74,0,0,0,97.8,0,,5.9,True,False,1,False
Andre Ayew,Ghana,Le Havre,LW,26,10.86,2025/26,Domestic Cup,112807,80,0,0,1,63.8,0,8.96,6.1,True,False,0,True
Andre Ayew,Ghana,Le Havre,LW,26,12.63,2025/26,Domestic Cup,112808,47,1,1,0,81.0,0,6.49,6.0,False,False,1,False
Andre Ayew,Ghana,Le Havre,LW,26,11.56,2025/26,FIFA World Cup 2026,113023,83,1,1,0,74.7,0,3.07,6.9,False,False,2,False
Andre Ayew,Ghana,Le Havre,LW,26,12.56,2025/26,FIFA World Cup 2026,113024,67,0,0,1,86.7,0,4.05,6.3,False,False,3,False
Andre Ayew,Ghana,Le Havre,LW,26,10.62,2025/26,FIFA World Cup 2026,113025,83,1,0,2,87.7,3,8.3,8.3,False,False,1,False
Andre Ayew,Ghana,Le Havre,LW,26,11.82,2025/26,League,102258,23,0,1,0,67.8,0,1.13,4.5,False,False,1,False
Andre Ayew,Ghana,Le Havre,LW,26,11.39,2025/26,League,102259,63,0,1,0,57.8,0,8.32,6.1,False,False,4,False
Andre Ayew,Ghana,Le Havre,LW,26,10.98,2025/26,League,102260,16,0,0,1,88.9,0,1.85,4.2,False,False,3,False
Andre Ayew,Ghana,Le Havre,LW,26,10.75,2025/26,League,102261,3,0,0,0,89.7,0,0.5,4.5,False,False,2,False
Andre Ayew,Ghana,Le Havre,LW,26,12.45,2025/26,League,102262,41,0,0,0,89.1,0,4.98,5.4,False,False,1,False
Andre Ayew,Ghana,Le Havre,LW,26,11.89,2025/26,League,102263,90,0,0,0,91.2,0,13.1,7.0,False,False,1,False
Andre Ayew,Ghana,Le Havre,LW,26,11.07,2025/26,League,102264,66,0,0,1,69.7,1,7.61,6.4,False,False,5,False
Andre Ayew,Ghana,Le Havre,LW,26,11.91,2025/26,League,102265,52,0,0,0,78.8,0,5.33,5.6,False,False,2,False
Andre Ayew,Ghana,Le Havre,LW,26,12.78,2025/26,League,102266,12,0,0,0,85.7,0,2.52,3.8,False,False,0,False
Andre Ayew,Ghana,Le Havre,LW,26,11.81,2025/26,League,102267,86,0,1,0,58.4,0,14.5,7.6,False,False,1,False
Andre Ayew,Ghana,Le Havre,LW,26,12.18,2025/26,League,102268,72,0,0,0,62.6,0,7.37,6.1,False,False,2,False
Andre Ayew,Ghana,Le Havre,LW,26,12.88,2025/26,League,102269,63,0,0,1,76.4,0,8.71,6.7,False,False,0,False
Andre Ayew,Ghana,Le Havre,LW,26,11.42,2025/26,League,102270,90,0,0,0,82.4,0,10.1,7.0,False,False,1,False
Andre Ayew,Ghana,Le Havre,LW,26,11.78,2025/26,League,102271,14,0,0,2,82.2,0,0.81,4.3,False,False,0,False
Andre Ayew,Ghana,Le Havre,LW,26,11.47,2025/26,League,102272,90,0,2,0,51.1,0,14.18,7.9,False,False,1,False
Andre Ayew,Ghana,Le Havre,LW,26,11.45,2025/26,League,102273,90,0,1,2,91.0,2,14.5,8.6,False,False,1,False
Andre Ayew,Ghana,Le Havre,LW,26,10.97,2025/26,League,102274,24,0,0,0,87.0,0,2.04,4.2,True,False,2,False
Andre Ayew,Ghana,Le Havre,LW,26,11.31,2025/26,League,102275,16,0,0,0,81.2,0,1.6,4.3,False,False,0,False
Andre Ayew,Ghana,Le Havre,LW,26,10.58,2025/26,League,102276,39,0,0,1,98.9,0,4.36,5.4,False,False,1,False
Andre Ayew,Ghana,Le Havre,LW,26,11.11,2025/26,League,102277,25,0,0,0,92.8,2,2.61,4.5,False,False,1,False
Andre Ayew,Ghana,Le Havre,LW,26,12.5,2025/26,League,102278,90,1,0,0,73.4,0,10.93,7.3,False,False,5,False
Andre Ayew,Ghana,Le Havre,LW,26,12.45,2025/26,League,102279,67,0,1,1,77.2,1,10.44,6.9,False,False,3,False
Andre Ayew,Ghana,Le Havre,LW,26,11.17,2025/26,League,102280,64,0,0,0,82.2,0,7.03,6.5,False,False,0,False
Andre Ayew,Ghana,Le Havre,LW,26,12.0,2025/26,League,102281,83,1,1,0,95.8,2,14.5,8.7,False,False,2,False
Andre Ayew,Ghana,Le Havre,LW,26,11.89,2025/26,League,102282,62,1,0,0,74.4,0,6.53,6.7,False,False,1,False
Andre Ayew,Ghana,Le Havre,LW,26,12.16,2025/26,League,102283,79,0,0,0,83.0,0,12.26,6.3,False,False,3,False
Andre Ayew,Ghana,Le Havre,LW,26,10.81,2025/26,League,102284,90,0,0,1,41.3,0,14.5,7.2,False,False,0,False
Andre Ayew,Ghana,Le Havre,LW,26,11.5,2025/26,League,102285,71,0,0,1,88.8,0,11.23,6.5,True,False,2,False
Andre Ayew,Ghana,Le Havre,LW,26,10.58,2025/26,League,102286,68,0,0,0,93.5,1,8.71,6.2,False,False,0,False
Andre Ayew,Ghana,Le Havre,LW,26,11.53,2025/26,League,102287,64,0,0,0,76.4,0,5.6,6.2,False,False,2,False
Andre Ayew,Ghana,Le Havre,LW,26,11.62,2025/26,League,102288,52,0,0,0,74.4,0,4.5,5.7,False,False,2,False
Andre Ayew,Ghana,Le Havre,LW,26,12.47,2025/26,League,102289,90,0,0,0,92.5,1,9.45,6.9,False,False,0,False
Andre Ayew,Ghana,Le Havre,LW,26,12.37,2025/26,League,102290,83,0,0,0,75.8,3,11.59,6.9,False,False,2,False
Andre Ayew,Ghana,Le Havre,LW,26,10.68,2025/26,League,102291,90,0,0,1,,0,10.67,6.9,False,False,1,False
Andre Ayew,Ghana,Le Havre,LW,26,10.66,2025/26,League,102292,46,0,0,0,71.9,0,5.22,6.0,True,False,2,False
Andre Ayew,Ghana,Le Havre,LW,26,11.02,2025/26,World Cup Qualifiers,112176,12,0,0,1,76.8,0,1.51,4.7,False,False,0,False
Andre Ayew,Ghana,Le Havre,LW,26,,2025/26,World Cup Qualifiers,112177,82,0,0,1,75.1,0,8.34,6.9,False,False,3,False
Andre Ayew,Ghana,Le Havre,LW,26,12.78,2025/26,World Cup Qualifiers,112178,19,0,0,0,47.0,0,4.66,4.7,False,False,1,False
Andre Ayew,Ghana,Le Havre,LW,26,11.76,2025/26,World Cup Qualifiers,112179,80,1,0,1,66.8,1,8.51,7.7,False,False,0,False
Andre Ayew,Ghana,Le Havre,LW,26,12.19,2025/26,World Cup Qualifiers,112180,28,0,0,0,61.1,1,2.66,4.7,False,False,3,False
Andre Ayew,Ghana,Le Havre,LW,26,10.94,2025/26,World Cup Qualifiers,112181,16,0,0,0,71.3,0,0.99,5.0,False,False,1,False
Andre Ayew,Ghana,Le Havre,LW,26,11.27,2025/26,World Cup Qualifiers,112182,90,0,1,1,,0,11.04,7.8,False,False,4,True
Andre Ayew,Ghana,Le Havre,LW,26,10.69,2025/26,World Cup Qualifiers,112183,90,0,0,0,87.6,1,7.72,6.4,False,False,7,False
Andre Onana,Cameroon,Manchester United,GK,38,18.83,2025/26,Champions League,110162,67,0,0,0,62.4,0,9.17,5.1,True,False,1,True
Andre Onana,Cameroon,Manchester United,GK,38,19.13,2025/26,Champions League,110163,76,0,0,0,82.9,0,9.09,6.8,False,False,0,False
Andre Onana,Cameroon,Manchester United,GK,38,20.32,2025/26,Champions League,110164,27,0,0,0,82.3,0,,4.9,False,False,4,False
Andre Onana,Cameroon,Manchester United,GK,38,20.55,2025/26,Champions League,110165,77,0,0,0,70.1,0,6.26,6.1,False,False,2,False
Andre Onana,Cameroon,Manchester United,GK,38,18.41,2025/26,Champions League,110166,67,0,0,0,87.3,0,8.98,6.4,False,False,0,False
Andre Onana,Cameroon,Manchester United,GK,38,19.96,2025/26,Champions League,110167,12,0,0,0,78.9,0,1.25,4.4,False,False,3,False
Andre Onana,Cameroon,Manchester United,GK,38,20.55,2025/26,Champions League,110168,72,0,0,0,83.1,1,,5.9,False,False,0,False
Andre Onana,Cameroon,Manchester United,GK,38,18.62,2025/26,Champions League,110169,68,0,0,0,79.4,0,6.95,6.7,False,False,0,False
Andre Onana,Cameroon,Manchester United,GK,38,19.9,2025/26,Champions League,110170,32,0,0,0,90.2,0,3.04,5.1,False,False,0,False
Andre Onana,Cameroon,Manchester United,GK,38,18.36,2025/26,Domestic Cup,108484,86,0,0,0,54.4,0,14.5,7.3,False,False,3,False
Andre Onana,Cameroon,Manchester United,GK,38,19.32,2025/26,Domestic Cup,108485,90,0,0,0,63.0,1,4.08,6.1,False,False,1,False
Andre Onana,Cameroon,Manchester United,GK,38,21.05,2025/26,Domestic Cup,108486,73,0,0,0,53.2,0,8.01,5.4,False,False,1,False
Andre Onana,Unknown,Manchester United,GK,38,20.93,2025/26,FIFA World Cup 2026,110061,90,0,0,0,94.1,0,9.5,6.9,False,False,1,False
